Player,Age,Ht,YearInLeague,CumulativeG,CumulativeMP,CumulativeORB,CumulativeDRB,CumulativeAST,CumulativeSTL,CumulativeBLK,CumulativeDWS,Last2DWS
Aaron Brooks,1.656182351,-2.051084496,1.091468629,1.052502977,0.551016694,-0.201171645,-0.184913289,0.863333666,0.257991144,-0.287474687,0.01197367,-0.843316663
Aaron Gordon,-0.979863513,0.618511286,-0.291001409,-0.17784868,-0.1371855,0.071521897,0.034723314,-0.268967677,-0.184759999,-0.021209197,-0.173267016,0.681539779
Aaron Harrison,-0.74022298,-0.271353975,-0.521413082,-0.912194695,-0.820361263,-0.651390511,-0.745340879,-0.599158394,-0.724630748,-0.589242243,-0.728989074,-1.040072333
Aaron Jackson,1.176901285,-0.864597482,-0.982236428,-1.021702434,-0.852614196,-0.662371459,-0.76872155,-0.61064995,-0.767477633,-0.596342656,-0.755452029,-1.138450168
Abdel Nader,-0.500582447,-0.271353975,-0.982236428,-0.870324089,-0.801616864,-0.642239721,-0.728336755,-0.591497356,-0.724630748,-0.560840591,-0.684884148,-0.351427488
Adreian Payne,-0.021301381,0.91513304,-0.291001409,-0.680295953,-0.709360909,-0.521449293,-0.602222835,-0.560853206,-0.638936978,-0.500487079,-0.684884148,-1.040072333
Al Horford,1.176901285,0.91513304,1.321880301,1.287622534,1.637249402,2.216467066,2.464187544,1.123808941,0.880699204,2.460385173,2.305429783,2.058829468
Al Jefferson,1.656182351,0.91513304,2.01311532,1.922123257,1.897681364,3.093112745,3.223705087,0.420525698,1.026378612,3.28403309,2.217219933,-0.203860736
Al-Farouq Aminu,0.218339152,0.618511286,0.630645283,0.872137289,0.671755758,0.842018412,1.107400142,-0.057523042,0.869273368,0.635579013,0.735294444,1.419373541
Alan Williams,-0.260941914,0.321889533,-0.521413082,-0.825232667,-0.767688454,-0.462884238,-0.598680309,-0.583836319,-0.664645109,-0.461434808,-0.649600208,-0.646560993
Alec Burks,-0.021301381,-0.271353975,0.40023361,0.150674537,-0.052364475,-0.256076384,-0.170743186,-0.1509877,-0.136200196,-0.404631503,-0.261476866,0.091272769
Alec Peters,-0.979863513,0.618511286,-0.982236428,-0.960506933,-0.832717906,-0.651390511,-0.748883405,-0.602222809,-0.761764715,-0.589242243,-0.755452029,-1.138450168
Alex Abrines,-0.500582447,-0.271353975,-0.751824755,-0.564346582,-0.6270531,-0.585504823,-0.658903249,-0.559320998,-0.553243209,-0.539539351,-0.587853313,-0.203860736
Alex Caruso,-0.74022298,-0.567975728,-0.982236428,-0.905753063,-0.797428171,-0.638579405,-0.734004797,-0.553958272,-0.701779076,-0.560840591,-0.702526119,-0.548183158
Alex Len,-0.500582447,1.804998301,-0.060589736,0.054050062,-0.159280854,0.596777241,0.282700123,-0.412995182,-0.364716916,0.624928393,-0.11152012,0.337217356
Alex Poythress,-0.500582447,0.025267779,-0.751824755,-0.925077958,-0.828948083,-0.633088931,-0.74959191,-0.606053327,-0.750338879,-0.585692036,-0.737810059,-1.040072333
Alfonzo McKinnie,-0.260941914,0.321889533,-0.982236428,-0.979831828,-0.850729284,-0.664201617,-0.765179024,-0.61064995,-0.764621174,-0.592792449,-0.746631044,-1.040072333
Allen Crabbe,-0.260941914,-0.271353975,-0.060589736,-0.055457677,-0.087758928,-0.51595882,-0.226715094,-0.339449222,-0.23903272,-0.287474687,-0.358507702,0.042083852
Amir Johnson,0.937260752,0.618511286,1.782703647,1.612924935,1.0070606,2.401313023,1.26327128,0.164647046,0.683603534,2.336127944,1.220448622,0.878295449
Andre Drummond,-0.500582447,1.211754794,0.169821937,0.466314491,0.616465015,3.332863442,2.069550164,-0.217638726,0.917833171,1.913653366,1.590929994,4.272330754
Andre Iguodala,1.895822884,-0.271353975,2.01311532,2.324725239,2.856577817,1.147654797,2.339490634,2.916491717,3.808569668,1.182310819,3.152244348,1.075051118
Andre Ingram,1.416541818,-1.161219235,-0.982236428,-1.018481618,-0.849577394,-0.664201617,-0.765887529,-0.606053327,-0.758908256,-0.585692036,-0.746631044,-1.040072333
Andre Roberson,-0.021301381,0.025267779,-0.060589736,-0.074782573,-0.15980444,-0.029136793,-0.174285712,-0.41452739,-0.01337246,0.095947619,-0.032131255,1.025862201
Andrew Bogut,1.656182351,1.508376547,1.782703647,1.210322953,1.209583887,2.522103451,2.287769757,0.564553203,0.486507863,3.248531024,1.996695307,-0.498994241
Andrew Harrison,-0.74022298,-0.271353975,-0.751824755,-0.61265882,-0.56307082,-0.581844507,-0.612850412,-0.324127147,-0.507539865,-0.429482949,-0.561390358,-0.056293983
Andrew White,-0.500582447,0.025267779,-0.982236428,-0.976611012,-0.834393383,-0.658711143,-0.7481749,-0.606819431,-0.758908256,-0.592792449,-0.746631044,-1.040072333
Andrew Wiggins,-0.979863513,0.321889533,-0.291001409,0.028283535,0.383678424,0.108125056,-0.111937257,-0.088167192,0.195149046,0.032043901,-0.473180507,0.091272769
Ante Zizic,-1.219504046,1.211754794,-0.982236428,-0.921857142,-0.833869797,-0.622107983,-0.743923869,-0.607585535,-0.761764715,-0.550189971,-0.737810059,-0.941694498
Anthony Brown,-0.260941914,0.025267779,-0.521413082,-0.8928698,-0.776484708,-0.634919089,-0.708498611,-0.589965149,-0.713204912,-0.575041417,-0.728989074,-1.040072333
Anthony Davis,-0.500582447,0.91513304,0.169821937,0.295611251,0.636780175,1.226351591,1.497786491,-0.026112788,0.80643127,2.90416099,1.238090592,3.780441579
Anthony Tolliver,1.416541818,0.321889533,1.091468629,0.904345447,0.415721923,0.236236116,0.351425125,-0.182397953,-0.101922689,0.046244727,0.047257611,-0.007105066
Antonio Blakeney,-1.219504046,-0.864597482,-0.982236428,-0.963727748,-0.823398065,-0.658711143,-0.748883405,-0.596093979,-0.74748242,-0.592792449,-0.746631044,-1.040072333
Antonius Cleveland,-0.74022298,-0.271353975,-0.982236428,-0.97016938,-0.843399072,-0.660541301,-0.761636498,-0.609883846,-0.74748242,-0.578591623,-0.737810059,-0.941694498
Aron Baynes,1.176901285,0.91513304,0.169821937,0.186103512,-0.266197232,0.357026544,0.000715065,-0.419890116,-0.541817373,0.024943488,-0.04095224,0.829106531
Arron Afflalo,1.416541818,-0.567975728,1.321880301,1.429338432,1.324877651,-0.054759005,0.535636469,0.450403745,0.206574882,-0.095763534,0.091362536,-0.941694498
Austin Rivers,-0.260941914,-0.864597482,0.169821937,0.289169619,0.179898529,-0.413469972,-0.281978498,0.144728348,0.058039015,-0.358478818,-0.305581791,-0.007105066
Avery Bradley,0.218339152,-1.457840989,0.630645283,0.453431228,0.510491093,-0.122474851,-0.002118955,-0.000831364,0.652182485,-0.259073035,0.417738983,0.435595191
Bam Adebayo,-1.45914458,0.91513304,-0.982236428,-0.802686956,-0.713026015,-0.450073132,-0.583093195,-0.534039575,-0.676070945,-0.450784188,-0.587853313,0.730728696
Ben McLemore,-0.500582447,-0.567975728,-0.060589736,0.099141484,0.040833935,-0.353074758,-0.258597827,-0.302676242,-0.079071017,-0.354928611,-0.437896567,-0.548183158
Ben Moore,-0.979863513,0.025267779,-0.982236428,-1.018481618,-0.855336846,-0.666031775,-0.76872155,-0.61064995,-0.767477633,-0.596342656,-0.755452029,-1.138450168
Ben Simmons,-1.219504046,0.91513304,-0.982236428,-0.764037165,-0.570191598,-0.400658866,-0.405258397,-0.105021474,-0.367573375,-0.347828198,-0.314402776,3.780441579
Bismack Biyombo,-0.260941914,0.618511286,0.40023361,0.678888337,0.301056463,1.262954751,0.901933643,-0.416059597,-0.373286293,2.108914726,0.453022923,0.779917614
Blake Griffin,0.457979686,0.91513304,0.630645283,0.678888337,1.084865565,1.581402242,1.798192684,1.141429327,0.646469567,0.419016414,1.202806652,0.927484366
Boban Marjanovic,0.697620219,2.398241808,-0.521413082,-0.61265882,-0.737110998,-0.36039539,-0.556169999,-0.571578658,-0.687496781,-0.433033155,-0.561390358,-0.646560993
Bobby Brown,1.656182351,-1.457840989,-0.291001409,-0.516034345,-0.679516474,-0.623938141,-0.712749642,-0.435212191,-0.650362814,-0.58214183,-0.737810059,-1.08926125
Bobby Portis,-0.979863513,1.211754794,-0.521413082,-0.383980895,-0.464112957,-0.012665371,-0.221047053,-0.450534266,-0.507539865,-0.39753109,-0.402612627,0.189650604
Bogdan Bogdanovic,-0.260941914,-0.271353975,-0.982236428,-0.773699613,-0.628519142,-0.609296877,-0.633397062,-0.413761286,-0.561812586,-0.539539351,-0.658421193,-0.056293983
Bojan Bogdanovic,0.457979686,0.321889533,-0.291001409,-0.000703808,0.035493352,-0.386017602,-0.158698598,-0.307272865,-0.333295867,-0.493386666,-0.473180507,0.091272769
Bradley Beal,-0.500582447,-0.567975728,0.169821937,0.282727987,0.583688496,-0.100512955,0.085735686,0.442742707,0.460799732,-0.124165186,0.320708147,0.878295449
Brandan Wright,0.937260752,0.91513304,1.091468629,0.353585936,-0.12859868,0.406440809,-0.079346019,-0.458961407,-0.201898753,0.912495123,-0.07623618,-0.646560993
Brandon Ingram,-1.45914458,0.618511286,-0.751824755,-0.580450662,-0.410811844,-0.45190329,-0.405966903,-0.308038968,-0.496114029,-0.315876339,-0.534927403,0.091272769
Brandon Jennings,0.457979686,-1.754462743,0.861056956,0.76262955,0.907579151,-0.063909795,0.172881822,1.802576864,1.172058021,-0.248422415,0.532411788,-0.597372075
Brandon Paul,-0.021301381,-0.864597482,-0.982236428,-0.818791035,-0.795962129,-0.655050827,-0.725502735,-0.583070215,-0.696066158,-0.57149121,-0.684884148,-0.351427488
Briante Weber,-0.260941914,-1.457840989,-0.521413082,-0.879986536,-0.792297023,-0.622107983,-0.725502735,-0.562385413,-0.656075732,-0.564390797,-0.684884148,-0.843316663
Brice Johnson,-0.74022298,0.91513304,-0.751824755,-0.957286117,-0.845074549,-0.647730195,-0.752425931,-0.609117742,-0.736056584,-0.57149121,-0.737810059,-1.040072333
Brook Lopez,0.697620219,1.508376547,1.091468629,1.023515634,1.222673552,2.189014696,1.171165607,0.149324971,0.255134685,3.202378339,0.805862325,0.681539779
Bruno Caboclo,-0.979863513,0.618511286,-0.291001409,-0.912194695,-0.833974514,-0.640409563,-0.753842941,-0.60452112,-0.74748242,-0.57149121,-0.737810059,-1.040072333
Bryn Forbes,-0.500582447,-1.161219235,-0.751824755,-0.651308611,-0.6675787,-0.640409563,-0.68511794,-0.532507367,-0.684640322,-0.589242243,-0.623137253,-0.400616406
Buddy Hield,-0.500582447,-0.864597482,-0.751824755,-0.503151081,-0.446625166,-0.501317556,-0.425096542,-0.399971418,-0.416133177,-0.486286253,-0.508464447,0.238839521
C.J. Miles,0.937260752,-0.271353975,1.782703647,1.503417196,0.846947826,-0.032797109,0.334421001,0.052029794,0.846421696,0.23795588,0.585337699,0.288028439
C.J. Williams,0.218339152,-0.567975728,-0.982236428,-0.902532247,-0.78224416,-0.644069879,-0.738255828,-0.578473592,-0.678927404,-0.550189971,-0.711347104,-0.646560993
Caleb Swanigan,-1.45914458,0.321889533,-0.982236428,-0.937961222,-0.836487729,-0.638579405,-0.741798354,-0.600690601,-0.753195338,-0.585692036,-0.728989074,-0.843316663
Cameron Payne,-0.74022298,-1.161219235,-0.521413082,-0.660971058,-0.673861739,-0.611127035,-0.647567166,-0.399971418,-0.55038675,-0.528888732,-0.614316268,-0.744938828
Caris LeVert,-0.74022298,0.025267779,-0.751824755,-0.61265882,-0.531550908,-0.526939767,-0.505866132,-0.29807962,-0.393281505,-0.48983646,-0.526106418,0.140461687
Carmelo Anthony,1.656182351,0.321889533,2.243526993,2.369816661,3.105700309,2.644724036,2.826233686,1.809471798,2.308928698,1.249764744,2.278966828,0.829106531
Cedi Osman,-0.979863513,0.321889533,-0.982236428,-0.828453483,-0.785909266,-0.631258773,-0.697871033,-0.5800058,-0.704635535,-0.585692036,-0.720168089,-0.744938828
Chandler Parsons,0.697620219,0.91513304,0.40023361,0.295611251,0.473211729,-0.023646319,0.324501928,0.273433778,0.343684914,-0.078012501,0.197214356,-0.597372075
Channing Frye,1.895822884,1.211754794,1.552291974,1.72565349,1.178482845,0.730378774,1.488575924,0.035175512,0.520785371,1.303017842,0.84996725,-0.154671818
Charles Cooke,-0.74022298,-0.567975728,-0.982236428,-0.983052644,-0.852300044,-0.666031775,-0.768013045,-0.61064995,-0.764621174,-0.596342656,-0.755452029,-1.138450168
Cheick Diallo,-1.219504046,0.618511286,-0.751824755,-0.802686956,-0.774599796,-0.537920715,-0.617809949,-0.593795667,-0.724630748,-0.496936873,-0.658421193,-0.597372075
Chinanu Onuaku,-1.219504046,0.91513304,-0.751824755,-1.005598355,-0.848530221,-0.660541301,-0.761636498,-0.608351639,-0.758908256,-0.592792449,-0.746631044,-1.08926125
Chris Boucher,-0.260941914,0.91513304,-0.982236428,-1.021702434,-0.856174585,-0.666031775,-0.76872155,-0.611416054,-0.767477633,-0.596342656,-0.755452029,-1.138450168
Chris McCullough,-0.979863513,1.211754794,-0.521413082,-0.834895114,-0.80056969,-0.590995297,-0.719126188,-0.599924497,-0.681783863,-0.528888732,-0.702526119,-1.040072333
Chris Paul,1.416541818,-2.051084496,1.782703647,1.848044493,2.441583098,0.441213811,1.633819484,6.059815405,4.968292017,-0.227121176,3.002287602,1.468562458
CJ McCollum,-0.021301381,-1.161219235,-0.060589736,0.073374957,0.185448547,-0.334773178,-0.183496279,0.146260556,0.098029441,-0.205819937,-0.102699135,0.976673284
Clint Capela,-0.74022298,0.91513304,-0.291001409,-0.290577235,-0.317403999,0.474156655,0.105573831,-0.473517378,-0.333295867,0.529072817,-0.014489285,1.911262715
Cody Zeller,-0.260941914,1.508376547,-0.060589736,-0.020028703,-0.120221295,0.349705912,0.078650634,-0.31033728,-0.176190622,0.227305261,0.126646476,0.288028439
Cole Aldrich,0.697620219,1.211754794,0.630645283,0.066933325,-0.501392322,-0.054759005,-0.204751434,-0.471219067,-0.376142751,0.230855467,-0.243834896,-0.744938828
Corey Brewer,1.176901285,0.618511286,1.321880301,1.496975564,1.054392827,0.404610651,0.376931311,0.314803381,2.051847389,0.16695175,0.682368534,0.238839521
Cory Joseph,-0.021301381,-1.161219235,0.40023361,0.411560621,0.116858706,-0.2597367,-0.158698598,0.280328712,0.123737572,-0.280374274,0.056078596,0.681539779
Courtney Lee,1.416541818,-0.567975728,1.091468629,1.400351089,1.360062669,-0.029136793,0.430069199,0.387583237,1.431995789,0.127899478,0.79704134,-0.007105066
Cristiano Felicio,-0.260941914,0.91513304,-0.521413082,-0.53535924,-0.61145022,-0.23228433,-0.47965144,-0.5187175,-0.633224061,-0.450784188,-0.561390358,-0.253049653
D.J. Augustin,0.937260752,-2.051084496,1.091468629,1.313389061,0.939622649,-0.303660492,0.024095736,1.516820165,0.477938486,-0.507587493,0.214856327,-0.498994241
D.J. Wilson,-1.219504046,0.91513304,-0.982236428,-0.954065301,-0.848844373,-0.662371459,-0.763762014,-0.609117742,-0.758908256,-0.592792449,-0.746631044,-1.040072333
D'Angelo Russell,-1.219504046,-0.567975728,-0.521413082,-0.409747421,-0.300858663,-0.468374712,-0.361331077,0.015256814,-0.150482491,-0.433033155,-0.526106418,-0.203860736
Dakari Johnson,-0.979863513,1.508376547,-0.982236428,-0.925077958,-0.839419814,-0.636749247,-0.756676962,-0.605287224,-0.750338879,-0.567941004,-0.737810059,-0.941694498
Damian Jones,-0.979863513,1.508376547,-0.751824755,-0.944402853,-0.838058489,-0.640409563,-0.753134436,-0.609883846,-0.761764715,-0.57149121,-0.737810059,-1.040072333
Damian Lillard,0.218339152,-1.161219235,0.169821937,0.485639386,0.931140547,-0.155417695,0.39180992,1.631735728,0.503646617,-0.10996436,0.250140267,0.927484366
Damien Wilkins,2.854385017,-0.271353975,1.091468629,0.849591578,0.294668707,0.1410679,-0.116896793,-0.001597468,0.463656191,-0.134815806,-0.190908986,-0.646560993
Damion Lee,-0.260941914,-0.271353975,-0.982236428,-0.976611012,-0.813973507,-0.645900037,-0.726919745,-0.589199045,-0.713204912,-0.592792449,-0.720168089,-0.744938828
Damyean Dotson,-0.74022298,-0.271353975,-0.982236428,-0.883207352,-0.806643295,-0.649560353,-0.716292167,-0.587666837,-0.733200125,-0.589242243,-0.728989074,-0.843316663
Daniel Hamilton,-0.979863513,0.025267779,-0.982236428,-1.005598355,-0.853347217,-0.666031775,-0.765887529,-0.605287224,-0.764621174,-0.596342656,-0.755452029,-1.138450168
Daniel Theis,-0.260941914,0.618511286,-0.982236428,-0.822011851,-0.758263895,-0.501317556,-0.639065104,-0.568514243,-0.681783863,-0.425932742,-0.587853313,0.730728696
Danilo Gallinari,0.697620219,0.91513304,0.861056956,0.524289176,0.713747401,-0.005344739,0.570353223,0.108721472,0.337971996,0.15630113,0.038436626,-0.597372075
Danny Green,0.937260752,-0.271353975,0.861056956,0.714317312,0.562954468,-0.116984377,0.33016997,0.055860313,0.763584385,1.011900906,1.202806652,1.763695963
Dante Cunningham,0.937260752,0.321889533,0.861056956,1.071827872,0.60421309,0.717567668,0.457700901,-0.262072743,0.46651265,0.550374056,0.444201938,0.288028439
Dante Exum,-0.979863513,-0.271353975,-0.521413082,-0.503151081,-0.512806509,-0.554392137,-0.607890876,-0.341747533,-0.567525504,-0.493386666,-0.526106418,-0.351427488
Danuel House,-0.500582447,0.025267779,-0.751824755,-0.947623669,-0.813973507,-0.642239721,-0.724085724,-0.59226346,-0.74748242,-0.575041417,-0.746631044,-1.08926125
Dario Saric,-0.74022298,0.91513304,-0.751824755,-0.512813529,-0.391439141,-0.179209749,-0.226006589,-0.317232213,-0.458980062,-0.418832329,-0.314402776,1.320995706
Darius Miller,0.218339152,0.321889533,-0.291001409,-0.432293132,-0.499821562,-0.601976245,-0.585218711,-0.458195303,-0.567525504,-0.461434808,-0.631958238,-0.69574991
Darrell Arthur,0.697620219,0.618511286,0.861056956,0.595147125,0.08041708,0.335064648,0.095654758,-0.29807962,0.115168195,0.493570751,0.109004506,-0.89250558
Darren Collison,0.937260752,-2.051084496,0.861056956,1.01063237,1.097012774,-0.124305009,0.192011462,1.751247913,1.25775179,-0.251972622,0.355992087,0.140461687
Darrun Hilliard,-0.500582447,-0.271353975,-0.521413082,-0.731829007,-0.766327128,-0.653220669,-0.714166652,-0.557022687,-0.704635535,-0.585692036,-0.684884148,-0.89250558
David Nwaba,-0.260941914,-0.864597482,-0.751824755,-0.735049823,-0.642341828,-0.472035028,-0.568923092,-0.521015811,-0.561812586,-0.468535221,-0.614316268,-0.351427488
David Stockton,-0.021301381,-2.34770625,-0.751824755,-1.005598355,-0.851881175,-0.666031775,-0.768013045,-0.60452112,-0.761764715,-0.596342656,-0.755452029,-1.138450168
David West,2.614744484,0.618511286,2.243526993,2.305400344,2.195602125,2.598970086,2.635645795,1.129937771,1.414857035,2.421332901,2.861151841,0.533973026
Davis Bertans,-0.260941914,0.91513304,-0.751824755,-0.561125767,-0.657944707,-0.592825455,-0.619935464,-0.519483603,-0.63608052,-0.39753109,-0.526106418,0.140461687
Davon Reed,-0.979863513,-0.567975728,-0.982236428,-0.957286117,-0.830937712,-0.662371459,-0.743215364,-0.601456705,-0.738913043,-0.589242243,-0.737810059,-0.941694498
De'Aaron Fox,-1.45914458,-1.161219235,-0.982236428,-0.789803692,-0.644122022,-0.605636561,-0.648275671,-0.366262853,-0.567525504,-0.525338525,-0.658421193,-0.056293983
DeAndre Jordan,0.697620219,1.211754794,1.091468629,1.390688641,1.347496591,3.79040294,3.164899158,-0.184696265,0.512215994,3.937271093,2.331892738,2.79666323
DeAndre Liggins,0.697620219,-0.271353975,-0.060589736,-0.454838843,-0.656583382,-0.580014349,-0.624186495,-0.517951396,-0.458980062,-0.486286253,-0.561390358,-0.351427488
DeAndre' Bembry,-0.74022298,-0.271353975,-0.751824755,-0.818791035,-0.7697828,-0.625768299,-0.692202992,-0.552426065,-0.684640322,-0.535989145,-0.676063163,-0.69574991
Dejounte Murray,-1.219504046,-0.567975728,-0.751824755,-0.641646163,-0.640038047,-0.453733448,-0.496655564,-0.397673107,-0.467549439,-0.464985014,-0.411433612,0.779917614
Delon Wright,-0.260941914,-0.567975728,-0.521413082,-0.6287629,-0.635535202,-0.539750873,-0.617809949,-0.390778173,-0.461836521,-0.429482949,-0.499643462,0.189650604
DeMar DeRozan,0.457979686,0.025267779,0.861056956,1.149127452,1.550752899,0.274669434,0.80699395,0.98054754,1.103503005,0.060445554,0.638263609,1.419373541
DeMarcus Cousins,0.218339152,1.211754794,0.630645283,0.698213233,0.956063268,2.119468692,2.3210695,0.710112916,1.417713494,1.721942213,1.423331278,2.304774055
DeMarre Carroll,1.176901285,0.321889533,0.861056956,0.543614072,0.367028371,0.386309072,0.275615072,-0.139496143,0.617904977,-0.113514567,0.320708147,0.779917614
Demetrius Jackson,-0.74022298,-1.754462743,-0.751824755,-0.960506933,-0.846121722,-0.653220669,-0.763053509,-0.602222809,-0.753195338,-0.592792449,-0.746631044,-1.08926125
Dennis Schroder,-0.500582447,-1.754462743,-0.060589736,0.108803931,0.017167822,-0.400658866,-0.245844734,0.671807728,0.038043802,-0.472085427,-0.085057165,0.583161944
Dennis Smith,-1.45914458,-1.161219235,-0.982236428,-0.802686956,-0.641713524,-0.574523875,-0.620643969,-0.337150911,-0.564669045,-0.532438938,-0.605495283,0.533973026
Denzel Valentine,-0.500582447,-0.271353975,-0.751824755,-0.593333925,-0.534692428,-0.558052453,-0.425805047,-0.376222202,-0.496114029,-0.532438938,-0.526106418,0.140461687
Derrick Favors,-0.021301381,0.91513304,0.630645283,0.765850365,0.662226482,1.835794203,1.086853492,-0.142560558,0.49507724,1.913653366,1.061670891,1.665318128
Derrick Jones,-1.45914458,0.025267779,-0.751824755,-0.857440825,-0.773552623,-0.556222295,-0.72904526,-0.595327875,-0.716061371,-0.504037286,-0.720168089,-0.941694498
Derrick Rose,0.697620219,-1.161219235,0.861056956,0.569380598,0.893756465,0.133747268,0.175007337,1.561254183,0.315120324,0.028493695,0.505948833,-0.794127745
Derrick Walton,-0.979863513,-1.754462743,-0.982236428,-0.973390196,-0.840885857,-0.662371459,-0.759510983,-0.599158394,-0.74748242,-0.585692036,-0.737810059,-0.941694498
Derrick White,-0.74022298,-0.567975728,-0.982236428,-0.97016938,-0.841723595,-0.656880985,-0.754551447,-0.60452112,-0.756051797,-0.585692036,-0.737810059,-0.941694498
Derrick Williams,-0.021301381,0.321889533,0.40023361,0.353585936,0.071934978,-0.023646319,0.181383884,-0.386947655,-0.199042294,-0.21292035,-0.155625045,-0.843316663
Devin Booker,-1.219504046,-0.271353975,-0.521413082,-0.354993552,-0.15435914,-0.484846134,-0.357788551,-0.059055249,-0.301874818,-0.401081296,-0.587853313,-0.548183158
Devin Harris,1.895822884,-1.161219235,2.01311532,1.928564889,1.540909472,-0.157247853,0.47824755,2.259174699,1.983292374,0.035594108,0.920535131,-0.154671818
Devin Robinson,-0.979863513,0.321889533,-0.982236428,-1.021702434,-0.854917977,-0.662371459,-0.76730454,-0.611416054,-0.764621174,-0.596342656,-0.755452029,-1.138450168
Dewayne Dedmon,0.457979686,1.508376547,-0.060589736,-0.103769915,-0.352379582,0.161199638,0.068731562,-0.48807335,-0.418989636,0.220204848,-0.09387815,1.271806788
Deyonta Davis,-1.219504046,1.211754794,-0.751824755,-0.709283296,-0.732608153,-0.492166766,-0.617101443,-0.579239696,-0.716061371,-0.39753109,-0.649600208,-0.548183158
Dillon Brooks,-0.979863513,-0.271353975,-0.982236428,-0.76081635,-0.610193612,-0.576354033,-0.62206098,-0.507992047,-0.558956127,-0.535989145,-0.658421193,-0.056293983
Dion Waiters,-0.021301381,-0.864597482,0.169821937,0.150674537,0.242205332,-0.37869697,-0.194832362,0.171541979,0.255134685,-0.248422415,-0.07623618,-0.007105066
Dirk Nowitzki,3.09402555,1.508376547,3.395585358,3.712896872,4.439589467,2.01148937,6.22209897,2.158815108,2.663129613,3.887568201,4.695916732,0.878295449
Domantas Sabonis,-1.219504046,1.211754794,-0.751824755,-0.525696792,-0.495842304,-0.279868438,-0.309610199,-0.43291388,-0.541817373,-0.369129438,-0.402612627,0.829106531
Donovan Mitchell,-1.219504046,-1.161219235,-0.982236428,-0.770478797,-0.580035025,-0.570863559,-0.596554794,-0.388479862,-0.430415472,-0.500487079,-0.420254597,2.59990756
Dorian Finney-Smith,-0.500582447,0.321889533,-0.751824755,-0.696400033,-0.637420114,-0.525109609,-0.613558918,-0.540168405,-0.590377176,-0.493386666,-0.596674298,-0.253049653
Doug McDermott,-0.021301381,0.321889533,-0.291001409,-0.174627864,-0.284732197,-0.477525502,-0.405258397,-0.456663096,-0.624654684,-0.496936873,-0.534927403,-0.351427488
Dragan Bender,-1.45914458,1.804998301,-0.751824755,-0.622321268,-0.579511439,-0.550731821,-0.485319482,-0.49420218,-0.676070945,-0.330077166,-0.658421193,-0.597372075
Draymond Green,0.218339152,0.025267779,0.169821937,0.479197754,0.496040103,0.368007492,1.110942668,1.024215454,1.046373825,1.200061852,1.405689308,3.19017457
Dwayne Bacon,-0.979863513,-0.271353975,-0.982236428,-0.854220009,-0.781615856,-0.658711143,-0.684409435,-0.582304111,-0.721774289,-0.589242243,-0.702526119,-0.548183158
Dwight Buycks,0.457979686,-1.161219235,-0.521413082,-0.867103273,-0.783396051,-0.633088931,-0.728336755,-0.547829442,-0.681783863,-0.589242243,-0.702526119,-0.941694498
Dwight Howard,1.416541818,1.211754794,2.01311532,2.30862116,2.887783577,6.008554429,5.928777829,0.561488788,2.028995717,6.670930127,5.37513258,2.9934189
Dwight Powell,-0.021301381,1.211754794,-0.291001409,-0.206836023,-0.413010908,-0.062079637,-0.243010713,-0.46355803,-0.273310228,-0.237771796,-0.261476866,0.829106531
Dwyane Wade,2.375103951,-0.864597482,2.243526993,2.13791792,2.692381067,1.51002608,1.68128933,3.525544199,3.691454849,2.410682282,3.249275184,0.878295449
E'Twaun Moore,0.457979686,-0.864597482,0.40023361,0.463093675,0.158640915,-0.29633986,-0.27135092,0.028280578,0.112311736,-0.216470556,-0.14680406,0.386406274
Ed Davis,0.457979686,0.91513304,0.630645283,0.775512813,0.348702841,1.674740299,0.901933643,-0.275862611,0.052326097,1.185861026,0.505948833,0.435595191
Edmond Sumner,-0.979863513,-0.271353975,-0.982236428,-1.021702434,-0.856069867,-0.666031775,-0.76872155,-0.611416054,-0.767477633,-0.596342656,-0.755452029,-1.138450168
Ekpe Udoh,0.937260752,0.91513304,0.169821937,0.04760843,-0.293528451,0.119106004,-0.357788551,-0.433679983,-0.290448982,0.816639546,-0.243834896,-0.154671818
Elfrid Payton,-0.74022298,-0.864597482,-0.291001409,-0.058678493,0.070887805,-0.049268531,-0.107686226,0.861801459,0.380818881,-0.234221589,-0.102699135,0.533973026
Emeka Okafor,2.135463418,0.91513304,1.091468629,0.959099317,1.139109134,2.910096945,2.073801195,-0.213042103,0.415096389,2.964514501,1.68796083,0.927484366
Emmanuel Mudiay,-1.219504046,-0.567975728,-0.521413082,-0.422630685,-0.362118293,-0.50680803,-0.432890099,-0.002363572,-0.347578162,-0.38688047,-0.543748388,-0.548183158
Enes Kanter,-0.260941914,1.211754794,0.40023361,0.637017731,0.327968813,2.00233858,0.873593436,-0.324893251,-0.184759999,0.234405674,0.197214356,0.779917614
Eric Bledsoe,0.457979686,-1.754462743,0.630645283,0.559718151,0.571122418,0.044069527,0.278449092,1.14602595,1.320593888,0.277008152,0.497127848,0.779917614
Eric Gordon,0.697620219,-0.864597482,1.091468629,0.781954445,1.094080689,-0.210322435,0.060938005,0.700919671,0.760727926,0.067545967,-0.04095224,0.435595191
Eric Moreland,-0.021301381,0.91513304,-0.521413082,-0.773699613,-0.766745998,-0.512298504,-0.62347799,-0.550893857,-0.678927404,-0.401081296,-0.614316268,-0.351427488
