Player,Age,Ht,YearInLeague,CumulativeG,CumulativeMP,CumulativeORB,CumulativeDRB,CumulativeAST,CumulativeSTL,CumulativeBLK,CumulativeDWS,Last2DWS,DWS_Next
Mark Strickland,0.867154025,0.543397685,0.192594674,-0.386745009,-0.693893458,-0.438061187,-0.528968123,-0.632526765,-0.702871824,-0.328477375,-0.524897674,-0.661262472,0.5
Mark Strickland,1.114859255,0.543397685,0.451376334,-0.221274318,-0.621193578,-0.370993868,-0.463935414,-0.616782705,-0.649486027,-0.279028189,-0.482232754,-0.82902994,0
Mark Wade,-1.114487814,-2.145616923,-1.10131363,-1.178126574,-0.985693432,-0.796298819,-0.817279803,-0.670312509,-0.851790099,-0.596084735,-0.815019129,-1.164564876,0
Mark West,-0.866782584,0.812299146,-1.10131363,-1.095391229,-0.976911642,-0.770126207,-0.806441018,-0.686843772,-0.868648772,-0.555361876,-0.806486145,-1.080681142,1
Mark West,-0.619077354,0.812299146,-0.842531969,-0.857976759,-0.87819988,-0.622905262,-0.690104726,-0.675035727,-0.832121648,-0.412831869,-0.721156305,-0.745146206,1.5
Mark West,-0.371372124,0.812299146,-0.583750309,-0.616965101,-0.747918139,-0.4642338,-0.527522952,-0.659291667,-0.756257621,-0.232487779,-0.593161545,-0.199901935,1.8
Mark West,-0.123666894,0.812299146,-0.324968648,-0.336384364,-0.599739333,-0.258124477,-0.373612206,-0.627016344,-0.694442487,0.003123049,-0.439567834,0.135633001,2.7
Mark West,0.124038336,0.812299146,-0.066186987,-0.037817682,-0.366521677,0.011780588,-0.114926539,-0.568763321,-0.562382885,0.43071307,-0.209177266,0.638935405,3.3
Mark West,0.371743566,0.812299146,0.192594674,0.25715181,-0.142085811,0.28495723,0.162546356,-0.538062404,-0.464040627,0.974654116,0.072411206,1.26806341,4
Mark West,0.619448796,0.812299146,0.451376334,0.552121303,0.124591575,0.631744345,0.535400558,-0.502638268,-0.362888591,1.509868836,0.413730566,1.813307681,3.1
Mark West,0.867154025,0.812299146,0.710157995,0.847090796,0.342135403,0.91146414,0.819376723,-0.473511757,-0.27297567,1.978181716,0.67825307,1.729423947,1.8
Mark West,1.114859255,0.812299146,0.968939656,1.142060288,0.501763885,1.130659768,0.991352111,-0.456193291,-0.233638767,2.213792543,0.831846782,0.806702873,2.2
Mark West,1.362564485,0.812299146,1.227721317,1.437029781,0.674954117,1.380935374,1.211740738,-0.433364404,-0.188682307,2.513396435,1.019572429,0.42922607,1.6
Mark West,1.610269715,0.812299146,1.486502977,1.731999273,0.812350219,1.564143661,1.343973914,-0.407386705,-0.101579165,2.830452981,1.156100173,0.345342336,1.1
Mark West,1.857974945,0.812299146,1.745284638,1.973010932,0.983873023,1.825869785,1.523175159,-0.39321705,-0.025715138,3.127148098,1.249962997,-0.116018201,1
Mark West,2.105680175,0.812299146,2.004066299,2.142078812,1.059685436,1.906023411,1.583872354,-0.388493832,-0.008856465,3.234772797,1.335292837,-0.367669403,1.5
Mark West,2.353385405,0.812299146,2.26284796,2.393882037,1.166289693,2.018892802,1.668414877,-0.373536975,0.022051102,3.394755458,1.463287597,-0.199901935,0.1
Mark West,2.601090634,0.812299146,2.52162962,2.447839871,1.177961692,2.028707531,1.674918148,-0.371962569,0.027670659,3.40639056,1.471820581,-0.577378738,0.8
Mark West,2.848795864,0.812299146,2.780411281,2.624102129,1.233431477,2.108861157,1.729834658,-0.36172893,0.038909774,3.470383624,1.540084453,-0.870971807,0.2
Markel Brown,-0.866782584,-1.07001108,-1.10131363,-1.048627773,-0.912548905,-0.775033572,-0.760195535,-0.666376494,-0.784355408,-0.564088203,-0.763821225,-0.661262472,0.4
Markel Brown,-0.619077354,-1.07001108,-0.842531969,-0.825602059,-0.803387924,-0.737410441,-0.688659555,-0.59474102,-0.677583815,-0.520456568,-0.729689289,-0.787088073,0
Markieff Morris,-1.114487814,0.812299146,-1.10131363,-0.99107275,-0.8629707,-0.688336793,-0.674207842,-0.645909216,-0.756257621,-0.476824933,-0.704090337,-0.074076334,1.9
Markieff Morris,-0.866782584,0.812299146,-0.842531969,-0.696103257,-0.658766299,-0.474048529,-0.482722641,-0.560891291,-0.539904654,-0.290663292,-0.541963642,0.135633001,2.4
Markieff Morris,-0.619077354,0.812299146,-0.583750309,-0.404730953,-0.419434739,-0.246673959,-0.232708002,-0.447534058,-0.348839697,-0.142315733,-0.337172026,0.555051671,2.7
Markieff Morris,-0.123666894,0.812299146,-0.066186987,0.120458631,0.048556839,0.052675295,0.255037321,-0.198777908,0.097915129,0.070024889,0.03827927,0.596993538,2.5
Markieff Morris,0.124038336,0.812299146,0.192594674,0.39384499,0.312455178,0.227704641,0.533955387,-0.099590329,0.328316989,0.192193466,0.25160387,0.513109804,2.1
Marko Jaric,-0.619077354,0.005594763,-1.10131363,-0.980281183,-0.846074092,-0.743953595,-0.735627623,-0.545147231,-0.598910009,-0.566996978,-0.712623321,-0.157960068,0.6
Marko Jaric,-0.371372124,0.005594763,-0.842531969,-0.771644225,-0.650429157,-0.67197891,-0.640968901,-0.323943186,-0.337600582,-0.508821465,-0.661425417,-0.451553137,1.7
Marko Jaric,-0.123666894,0.005594763,-0.583750309,-0.591784778,-0.466345059,-0.639263145,-0.539084323,-0.085420675,-0.101579165,-0.459372279,-0.51636469,-0.283785669,2.6
Marko Jaric,0.124038336,0.005594763,-0.324968648,-0.321995608,-0.232682755,-0.541115848,-0.414077003,0.145229806,0.201876944,-0.398287991,-0.294507106,0.555051671,1.5
Marko Jaric,0.371743566,0.005594763,-0.066186987,-0.070192383,-0.059826009,-0.452783282,-0.320140867,0.259374243,0.412610352,-0.35174758,-0.166512346,0.471167937,1.3
Marko Milic,-1.609898273,-0.263306698,-1.10131363,-1.098988418,-0.981246956,-0.784848301,-0.815112046,-0.687630975,-0.843360763,-0.598993511,-0.806486145,-1.080681142,0
Marlon Maxey,-0.866782584,0.274496224,-1.10131363,-1.063016528,-0.94156216,-0.693244158,-0.755137436,-0.687630975,-0.840550984,-0.546635549,-0.789420177,-0.912913674,0.7
Marquese Chriss,-1.857603503,0.812299146,-1.10131363,-0.92272616,-0.805611162,-0.64417051,-0.643859244,-0.649845231,-0.683203372,-0.395379215,-0.695557353,0.0098074,1.5
Marquis Daniels,-0.866782584,-0.263306698,-1.10131363,-1.016253072,-0.883869136,-0.693244158,-0.768143978,-0.605761862,-0.722540275,-0.564088203,-0.789420177,-0.912913674,1.9
Marquis Daniels,-0.619077354,-0.263306698,-0.842531969,-0.800421736,-0.726908541,-0.550930578,-0.674930427,-0.504999878,-0.489328636,-0.523365344,-0.627293481,-0.283785669,1.7
Marquis Daniels,-0.123666894,-0.263306698,-0.324968648,-0.41552252,-0.441667118,-0.375901233,-0.53113588,-0.324730389,-0.225209431,-0.465189831,-0.422501866,-0.241843802,1.6
Marquis Daniels,0.371743566,-0.263306698,0.192594674,0.044917663,-0.080835607,-0.137076145,-0.304243982,-0.127142434,0.170969377,-0.337203702,-0.166512346,0.0098074,1
Marquis Daniels,0.619448796,-0.263306698,0.451376334,0.228374299,0.023323089,-0.092909861,-0.255108157,-0.075187036,0.246833404,-0.319751048,-0.081182506,-0.241843802,1.7
Marquis Daniels,0.867154025,-0.263306698,0.710157995,0.404636557,0.127592946,-0.053650943,-0.190798033,-0.024806043,0.356414777,-0.255757984,0.063878222,-0.116018201,0.9
Marquis Daniels,1.114859255,-0.263306698,0.968939656,0.541329736,0.181395303,-0.02747833,-0.15466875,0.012192498,0.415420131,-0.229579003,0.140675078,-0.157960068,1.1
Marquis Teague,-1.857603503,-1.338912541,-1.10131363,-1.045030584,-0.955790882,-0.796298819,-0.796324819,-0.647483622,-0.846170541,-0.578632081,-0.789420177,-0.912913674,0.4
Marquis Teague,-1.609898273,-1.338912541,-0.842531969,-0.901143026,-0.906546163,-0.794663031,-0.768143978,-0.601825847,-0.818072754,-0.564088203,-0.755288241,-0.912913674,0
Marreese Speights,-1.362193043,0.812299146,-1.10131363,-0.933517727,-0.858968872,-0.600004226,-0.703111268,-0.673461321,-0.795594523,-0.436102074,-0.695557353,0.0098074,0.9
Marreese Speights,-1.114487814,0.812299146,-0.842531969,-0.710492013,-0.746028386,-0.460962223,-0.582439462,-0.645122013,-0.714110939,-0.337203702,-0.618760497,-0.241843802,1
Marreese Speights,-0.866782584,0.812299146,-0.583750309,-0.480271921,-0.664435556,-0.356271773,-0.476941956,-0.621505923,-0.691632709,-0.281936965,-0.533430658,-0.451553137,1.7
Marreese Speights,-0.619077354,0.812299146,-0.324968648,-0.264440585,-0.514922807,-0.138711933,-0.302798811,-0.583720178,-0.632627354,-0.197582471,-0.38836993,-0.116018201,1.7
Marreese Speights,-0.371372124,0.812299146,-0.066186987,0.019737341,-0.370412343,0.100113155,-0.129378252,-0.546721637,-0.565192663,-0.043417361,-0.243309202,0.177574868,1.5
Marreese Speights,-0.123666894,0.812299146,0.192594674,0.303915267,-0.261251362,0.265327771,0.007190438,-0.521531141,-0.537094876,0.055481011,-0.115314442,0.093691134,1.8
Marreese Speights,0.124038336,0.812299146,0.451376334,0.577301626,-0.127078955,0.443628693,0.163268942,-0.464852524,-0.4808993,0.154379383,0.03827927,0.135633001,1.2
Marreese Speights,0.371743566,0.812299146,0.710157995,0.836299229,-0.034592259,0.56958439,0.280327819,-0.416833141,-0.427513503,0.253277755,0.140675078,0.0098074,1.7
Marshall Plumlee,-0.619077354,1.350102067,-1.10131363,-1.142154685,-0.980468823,-0.763583054,-0.805718432,-0.689205381,-0.860219435,-0.587358408,-0.815019129,-1.164564876,0
MarShon Brooks,-0.866782584,-0.532208158,-1.10131363,-1.016253072,-0.816171542,-0.686701005,-0.732014695,-0.593953817,-0.725350054,-0.555361876,-0.797953161,-0.996797408,0.8
MarShon Brooks,-0.371372124,-0.532208158,-0.583750309,-0.627756667,-0.679664735,-0.617997897,-0.648194758,-0.514446314,-0.590480672,-0.497186363,-0.704090337,-0.787088073,0.2
Martell Webster,-1.857603503,0.005594763,-1.10131363,-0.998267128,-0.880423118,-0.753768324,-0.752969679,-0.670312509,-0.812453196,-0.558270651,-0.815019129,-1.164564876,0.7
Martell Webster,-1.609898273,0.005594763,-0.842531969,-0.703297635,-0.684889344,-0.683429428,-0.610620303,-0.629377953,-0.714110939,-0.503003914,-0.755288241,-0.912913674,1.7
Martell Webster,-1.114487814,0.005594763,-0.324968648,-0.429911276,-0.447336375,-0.595096862,-0.435754573,-0.558529682,-0.59610023,-0.421558196,-0.610227513,-0.535436871,2
Martell Webster,-0.619077354,0.005594763,0.192594674,0.030528908,-0.102845662,-0.459326435,-0.195856133,-0.468001336,-0.390986379,-0.279028189,-0.413968882,-0.283785669,0.7
Martell Webster,-0.371372124,0.005594763,0.451376334,0.199596787,0.023878898,-0.390623327,-0.104810339,-0.436513216,-0.303883237,-0.229579003,-0.354237994,-0.82902994,2.4
Martell Webster,-0.123666894,0.005594763,0.710157995,0.472983146,0.268435067,-0.303926549,0.069332805,-0.323943186,-0.166204077,-0.180129817,-0.149446378,0.051749267,1.7
Martin Lewis,-1.609898273,-0.532208158,-1.10131363,-1.16014063,-0.978356747,-0.77666936,-0.815834631,-0.694715802,-0.84898032,-0.590267184,-0.815019129,-1.164564876,0
Martin Muursepp,-1.114487814,0.543397685,-1.10131363,-1.066613717,-0.960682006,-0.743953595,-0.802828089,-0.681333351,-0.837741205,-0.566996978,-0.797953161,-0.996797408,0.6
Marty Byrnes,-0.866782584,0.005594763,-1.10131363,-1.102585607,-0.977800938,-0.78648409,-0.812944289,-0.686843772,-0.857409657,-0.596084735,-0.806486145,-1.080681142,0.2
Marty Conlon,-0.619077354,0.812299146,-1.10131363,-1.055822151,-0.957013663,-0.747225171,-0.799937747,-0.687630975,-0.846170541,-0.578632081,-0.806486145,-1.080681142,0.4
Marty Conlon,-0.123666894,0.812299146,-0.583750309,-0.782435792,-0.840738321,-0.582010555,-0.683601455,-0.631739562,-0.784355408,-0.540817998,-0.746755257,-0.954855541,1.2
Marty Conlon,0.124038336,0.812299146,-0.324968648,-0.487466299,-0.61130017,-0.320284431,-0.491393669,-0.545147231,-0.6663447,-0.488460036,-0.644359449,-0.619320605,0.5
Marty Conlon,0.371743566,0.812299146,-0.066186987,-0.221274318,-0.504807074,-0.225408711,-0.405405975,-0.491617426,-0.610149124,-0.456463504,-0.601694529,-0.535436871,0.5
Marty Conlon,0.867154025,0.812299146,0.451376334,0.109667064,-0.30215894,0.0101448,-0.242824201,-0.400301878,-0.455611291,-0.389561664,-0.524897674,-0.870971807,0
Marty Conlon,1.114859255,0.812299146,0.710157995,0.134847387,-0.298268274,0.011780588,-0.239933858,-0.399514675,-0.455611291,-0.386652888,-0.524897674,-1.080681142,0
Marvin Williams,-1.857603503,0.543397685,-1.10131363,-0.933517727,-0.782378326,-0.601640015,-0.637355973,-0.647483622,-0.736589169,-0.529182895,-0.763821225,-0.661262472,1.4
Marvin Williams,-1.609898273,0.543397685,-0.842531969,-0.703297635,-0.540156557,-0.4642338,-0.4545418,-0.552232058,-0.590480672,-0.441919625,-0.644359449,-0.367669403,2.1
Marvin Williams,-1.114487814,0.543397685,-0.324968648,-0.196093995,-0.000132071,-0.089638285,-0.013764546,-0.380621802,-0.202731201,-0.232487779,-0.277441138,0.555051671,2.6
Marvin Williams,-0.619077354,0.543397685,0.192594674,0.329095589,0.48153242,0.194988875,0.387270497,-0.238138058,0.078246677,-0.031782259,0.089477174,0.555051671,2.1
Marvin Williams,-0.371372124,0.543397685,0.451376334,0.534135358,0.648275262,0.319308784,0.544794171,-0.182246645,0.21030628,0.020575703,0.268669838,0.345342336,1.1
Marvin Williams,-0.123666894,0.543397685,0.710157995,0.796730151,0.840251855,0.409277139,0.695091989,-0.121632013,0.314268095,0.131109178,0.362532662,0.093691134,1
Marvin Williams,0.124038336,0.543397685,0.968939656,1.03414462,1.026336867,0.543411778,0.877183576,-0.060230178,0.465996149,0.221281223,0.447862502,-0.367669403,2.9
Marvin Williams,0.371743566,0.543397685,1.227721317,1.314725357,1.252551323,0.638287498,1.114191674,0.018490122,0.659870885,0.325997146,0.695319038,0.387284203,3.2
Marvin Williams,0.619448796,0.543397685,1.486502977,1.606097661,1.512447834,0.846032609,1.398890425,0.105082453,0.822838054,0.549972871,0.968374525,1.310005277,2.6
Marvin Williams,0.867154025,0.543397685,1.745284638,1.87948402,1.767564383,0.991617765,1.695873132,0.188525972,0.985805224,0.704137981,1.190232109,1.184179676,1.9
Mason Plumlee,-0.866782584,1.081200606,-1.10131363,-0.965892427,-0.857634929,-0.639263145,-0.674930427,-0.649845231,-0.73377939,-0.43901085,-0.678491385,0.177574868,2.3
Mason Plumlee,-0.619077354,1.081200606,-0.842531969,-0.670922935,-0.663879746,-0.353000197,-0.431419059,-0.591592208,-0.55114377,-0.255757984,-0.482232754,0.42922607,2.7
Mason Plumlee,-0.371372124,1.081200606,-0.583750309,-0.375953442,-0.432218357,-0.024206754,-0.122874981,-0.413684329,-0.360078812,-0.008512054,-0.251842186,0.84864474,2.4
Mason Plumlee,-0.123666894,1.081200606,-0.324968648,-0.084581138,-0.193442607,0.253877253,0.191449782,-0.190118675,-0.166204077,0.259095306,-0.04705057,0.890586607,1.8
Mateen Cleaves,-0.866782584,-1.338912541,-1.10131363,-0.937114916,-0.858413062,-0.758675689,-0.74935675,-0.534126389,-0.73377939,-0.596084735,-0.721156305,-0.241843802,0.2
Mateen Cleaves,-0.371372124,-1.338912541,-0.583750309,-0.778838603,-0.835291388,-0.755404112,-0.739240551,-0.506574284,-0.708491381,-0.596084735,-0.695557353,-1.122623009,0.1
Mateen Cleaves,-0.123666894,-1.338912541,-0.324968648,-0.764449847,-0.825064494,-0.753768324,-0.734905037,-0.491617426,-0.697252266,-0.590267184,-0.687024369,-1.164564876,0
Mateen Cleaves,0.124038336,-1.338912541,-0.066186987,-0.714089202,-0.817838971,-0.750496748,-0.732014695,-0.486107005,-0.691632709,-0.590267184,-0.687024369,-1.206506743,-0.1
Matt Barnes,-0.866782584,0.005594763,-1.10131363,-1.081002473,-0.918885133,-0.714509406,-0.755137436,-0.659291667,-0.795594523,-0.590267184,-0.797953161,-0.996797408,0.6
Matt Barnes,-0.619077354,0.005594763,-0.842531969,-0.926323349,-0.839404378,-0.63435578,-0.69444024,-0.614421096,-0.71130116,-0.569905754,-0.746755257,-0.870971807,0.4
Matt Barnes,-0.371372124,0.005594763,-0.583750309,-0.724880769,-0.769261223,-0.555837943,-0.641691487,-0.592379411,-0.655105584,-0.549544324,-0.712623321,-0.82902994,1.8
Matt Barnes,-0.123666894,0.005594763,-0.324968648,-0.45149441,-0.567724707,-0.40698121,-0.4545418,-0.469575742,-0.449991733,-0.430284523,-0.55902961,-0.325727536,1.3
Matt Barnes,0.124038336,0.005594763,-0.066186987,-0.188899617,-0.410541787,-0.253217112,-0.288347098,-0.360154524,-0.315122352,-0.325568599,-0.448100818,0.051749267,1.4
Matt Barnes,0.371743566,0.005594763,0.192594674,0.088083931,-0.179102722,-0.123989838,-0.041222801,-0.193267487,-0.169013855,-0.249940432,-0.328639042,-0.116018201,3.4
Matt Barnes,0.867154025,0.005594763,0.710157995,0.570107248,0.167388905,0.168816263,0.315734516,-0.03189087,0.106344465,-0.098684099,0.098010158,0.84864474,1.8
Matt Barnes,1.114859255,0.005594763,0.968939656,0.796730151,0.327462033,0.327487725,0.494213175,0.067296709,0.204686722,0.040937133,0.25160387,0.177574868,2.8
Matt Barnes,1.362564485,0.005594763,1.227721317,1.084505265,0.556233213,0.509060224,0.678472519,0.164122679,0.435088582,0.224189999,0.490527422,0.680877272,2
Matt Barnes,1.610269715,0.005594763,1.486502977,1.311128168,0.749099101,0.60720752,0.846112393,0.262523055,0.592436194,0.305635717,0.661187102,0.764761006,2.1
Matt Barnes,1.857974945,0.005594763,1.745284638,1.584514527,1.001547765,0.690632722,1.027481394,0.352264197,0.780691373,0.451074499,0.840379766,0.471167937,2.2
Matt Barnes,2.105680175,0.005594763,2.004066299,1.857900886,1.244992315,0.828038938,1.270270177,0.480578288,0.999854117,0.616874711,1.028105413,0.555051671,1.7
Matt Bonner,-0.619077354,0.812299146,-1.10131363,-0.92272616,-0.826731922,-0.62454105,-0.698053168,-0.659291667,-0.761877178,-0.543726773,-0.746755257,-0.493495004,0.5
Matt Bonner,-0.123666894,0.812299146,-0.583750309,-0.440702843,-0.564056364,-0.379172809,-0.488503326,-0.597889832,-0.576431779,-0.421558196,-0.601694529,-0.535436871,1.5
Matt Bonner,0.124038336,0.812299146,-0.324968648,-0.196093995,-0.469235268,-0.292476031,-0.388063919,-0.572699336,-0.537094876,-0.37210901,-0.47369977,-0.116018201,3
Matt Bonner,0.619448796,0.812299146,0.192594674,0.329095589,-0.125856174,-0.048743578,-0.062177785,-0.454618885,-0.32074191,-0.226670227,-0.081182506,0.680877272,1.4
Matt Bonner,0.867154025,0.812299146,0.451376334,0.566510059,0.033327659,0.049403719,0.067165048,-0.407386705,-0.247687661,-0.165585939,0.03827927,0.0098074,1.2
Matt Bonner,1.114859255,0.812299146,0.710157995,0.80032734,0.180728332,0.096841579,0.200843396,-0.359367321,-0.205540979,-0.10450165,0.140675078,-0.157960068,1.1
Matt Bonner,1.362564485,0.812299146,0.968939656,1.044936187,0.281774495,0.137736286,0.275992305,-0.331028013,-0.15777474,-0.049234913,0.234537902,-0.283785669,1
Matt Bonner,1.610269715,0.812299146,1.227721317,1.264364712,0.358476202,0.163908898,0.35836707,-0.30662472,-0.115628059,-0.01723838,0.319867742,-0.367669403,0.9
Matt Bonner,1.857974945,0.812299146,1.486502977,1.523362315,0.462412574,0.211346758,0.420509437,-0.269626178,-0.087530271,0.017666927,0.396664598,-0.451553137,0.3
Matt Bullard,-0.866782584,0.812299146,-1.10131363,-1.152946252,-0.992363146,-0.791391454,-0.820170145,-0.695503005,-0.863029214,-0.598993511,-0.815019129,-1.164564876,1
Matt Bullard,-0.619077354,0.812299146,-0.842531969,-0.865171137,-0.850298244,-0.67197891,-0.711782296,-0.63646278,-0.789974966,-0.537909222,-0.729689289,-0.787088073,1.4
Matt Bullard,-0.371372124,0.812299146,-0.583750309,-0.580993211,-0.699562714,-0.564016884,-0.599058933,-0.549870449,-0.705681602,-0.50591269,-0.610227513,-0.241843802,0.8
Matt Bullard,0.371743566,0.812299146,-0.066186987,-0.18170524,-0.567835869,-0.496949565,-0.524632609,-0.485319802,-0.61857846,-0.456463504,-0.507831706,-0.745146206,1
Matt Bullard,0.619448796,0.812299146,0.192594674,0.073695175,-0.453894926,-0.475684317,-0.4494837,-0.432577201,-0.559573106,-0.404105542,-0.422501866,-0.661262472,0.5
Matt Bullard,0.867154025,0.812299146,0.451376334,0.314706833,-0.321612271,-0.434789611,-0.362050835,-0.38534502,-0.472469964,-0.334294926,-0.379836946,-0.619320605,0.2
Matt Bullard,1.114859255,0.812299146,0.710157995,0.46219158,-0.275702409,-0.420067516,-0.338205508,-0.371175366,-0.43594284,-0.322659824,-0.362770978,-0.954855541,0.6
Matt Bullard,1.362564485,0.812299146,0.968939656,0.66363416,-0.161872628,-0.398802269,-0.247882301,-0.321581577,-0.382557043,-0.28484574,-0.311573074,-0.912913674,0.4
Matt Bullard,1.610269715,0.812299146,1.227721317,0.883062685,-0.050710733,-0.362814926,-0.169843049,-0.288519051,-0.354459255,-0.258666759,-0.277441138,-0.82902994,0.2
Matt Carroll,-0.866782584,-0.263306698,-1.10131363,-1.16014063,-0.991585012,-0.799570396,-0.822337902,-0.695503005,-0.868648772,-0.598993511,-0.823552113,-1.24844861,0.3
Matt Carroll,-0.619077354,-0.263306698,-0.842531969,-1.070210906,-0.943785398,-0.778305148,-0.788376376,-0.682120554,-0.820882532,-0.593175959,-0.797953161,-1.122623009,1
Matt Carroll,-0.371372124,-0.263306698,-0.583750309,-0.789630169,-0.802053982,-0.722688347,-0.69949834,-0.654568449,-0.68882293,-0.561179427,-0.712623321,-0.703204339,1.2
Matt Carroll,-0.123666894,-0.263306698,-0.324968648,-0.530632566,-0.593291943,-0.665435757,-0.575213606,-0.582932975,-0.539904654,-0.535000446,-0.610227513,-0.325727536,1
Matt Carroll,0.619448796,-0.263306698,0.451376334,0.044917663,-0.287263246,-0.593461073,-0.385173576,-0.499489456,-0.337600582,-0.462281055,-0.456633802,-0.912913674,0.5
Matt Carroll,0.867154025,-0.263306698,0.710157995,0.239165866,-0.222567023,-0.573831614,-0.344708779,-0.481383787,-0.289834343,-0.444828401,-0.413968882,-0.996797408,0.1
Matt Carroll,1.114859255,-0.263306698,0.968939656,0.429816879,-0.156314534,-0.560745308,-0.308579496,-0.451470073,-0.244877882,-0.424466972,-0.405435898,-0.996797408,0
Matt Fish,-0.371372124,1.081200606,-1.10131363,-1.12416874,-0.958236444,-0.748860959,-0.788376376,-0.68369496,-0.82650209,-0.578632081,-0.797953161,-0.996797408,0.1
Matt Fish,-0.123666894,1.081200606,-0.842531969,-1.059419339,-0.94334075,-0.732503077,-0.780427934,-0.677397336,-0.818072754,-0.558270651,-0.789420177,-1.080681142,0
Matt Freije,-0.866782584,0.812299146,-1.10131363,-1.134960307,-0.950343949,-0.775033572,-0.793434476,-0.681333351,-0.834931426,-0.593175959,-0.797953161,-0.996797408,0.1
Matt Geiger,-0.866782584,1.350102067,-1.10131363,-1.045030584,-0.937782655,-0.725959923,-0.772479492,-0.686056569,-0.829311869,-0.546635549,-0.772354209,-0.745146206,1.4
Matt Geiger,-0.619077354,1.350102067,-0.842531969,-0.78603298,-0.804499543,-0.531301119,-0.63952373,-0.660866073,-0.728159833,-0.462281055,-0.652892433,-0.40961127,1.7
Matt Geiger,-0.371372124,1.350102067,-0.583750309,-0.519840999,-0.614190379,-0.292476031,-0.446593358,-0.617569908,-0.612958903,-0.313933497,-0.507831706,0.051749267,1.9
Matt Geiger,0.124038336,1.350102067,-0.066186987,-0.066595194,-0.237018069,0.19989624,-0.008706446,-0.540424013,-0.427513503,-0.052143688,-0.268908154,-0.074076334,2.7
Matt Geiger,0.619448796,1.350102067,0.451376334,0.39384499,0.138597974,0.744613735,0.388715668,-0.433364404,-0.126867174,0.317270819,0.157741046,0.84864474,2
Matt Geiger,0.867154025,1.350102067,0.710157995,0.627662271,0.294891598,0.99652513,0.557078128,-0.402663487,-0.045383589,0.381263884,0.328400726,0.555051671,0.8
Matt Geiger,1.114859255,1.350102067,0.968939656,0.753563883,0.355141345,1.078314544,0.621388252,-0.391642644,-0.011666244,0.404534089,0.396664598,-0.074076334,0
Matt Harpring,-1.114487814,0.005594763,-1.10131363,-1.037836206,-0.875531994,-0.657256816,-0.734905037,-0.661653276,-0.787165187,-0.581540857,-0.695557353,0.0098074,0.1
Matt Harpring,-0.866782584,0.005594763,-0.842531969,-1.02344745,-0.868528795,-0.649077875,-0.729846938,-0.655355652,-0.773116293,-0.578632081,-0.687024369,-0.577378738,0.8
Matt Harpring,-0.619077354,0.005594763,-0.583750309,-0.82200487,-0.689002334,-0.50185693,-0.620013917,-0.575060945,-0.655105584,-0.529182895,-0.618760497,-0.870971807,3.6
Matt Harpring,-0.371372124,0.005594763,-0.324968648,-0.530632566,-0.406539959,-0.16979191,-0.352657222,-0.490830223,-0.45842107,-0.514639017,-0.311573074,0.596993538,2.4
Matt Harpring,0.124038336,0.005594763,0.192594674,-0.138538972,0.003758595,0.289864595,-0.005816104,-0.336538434,-0.191492086,-0.459372279,-0.029984602,0.135633001,1.2
Matt Harpring,0.371743566,0.005594763,0.451376334,0.142041765,0.291000932,0.610479097,0.199398225,-0.224755607,0.005192429,-0.412831869,0.072411206,-0.367669403,1.6
Matt Harpring,0.619448796,0.005594763,0.710157995,0.397442179,0.507099656,0.868933644,0.351141214,-0.147609712,0.170969377,-0.37210901,0.20893895,-0.074076334,1.6
Matt Harpring,0.867154025,0.005594763,0.968939656,0.674425727,0.725532779,1.060320873,0.52167143,-0.069676615,0.317077874,-0.340112478,0.345466694,0.093691134,1.4
Matt Harpring,1.114859255,0.005594763,1.227721317,0.947812086,0.878269223,1.217356547,0.625723766,-0.005125968,0.443517919,-0.299389619,0.46492847,0.0098074,0.8
Matt Maloney,-0.371372124,-1.07001108,-1.10131363,-0.92272616,-0.734134064,-0.770126207,-0.724066252,-0.4585549,-0.641056691,-0.596084735,-0.644359449,0.513109804,0.3
Matt Maloney,0.124038336,-1.07001108,-0.583750309,-0.588187589,-0.46701203,-0.740682018,-0.627239773,-0.269626178,-0.455611291,-0.581540857,-0.618760497,-1.122623009,0.5
Matt Maloney,0.371743566,-1.07001108,-0.324968648,-0.404730953,-0.336396803,-0.724324135,-0.588220148,-0.160992163,-0.36569837,-0.57281453,-0.576095578,-1.038739275,0.8
Matt Maloney,0.619448796,-1.07001108,-0.066186987,-0.206885562,-0.180436665,-0.701423099,-0.513793824,-0.0397629,-0.208350758,-0.558270651,-0.507831706,-0.703204339,0
Matthew Dellavedova,-0.866782584,-0.801109619,-1.10131363,-0.958698049,-0.858079577,-0.753768324,-0.758027778,-0.549870449,-0.778735851,-0.584449632,-0.763821225,-0.661262472,0.5
Matthew Dellavedova,-0.619077354,-0.801109619,-0.842531969,-0.717686391,-0.704676162,-0.693244158,-0.693717654,-0.389281035,-0.71130116,-0.578632081,-0.721156305,-0.745146206,1.6
Matthew Dellavedova,-0.371372124,-0.801109619,-0.583750309,-0.444300032,-0.497136904,-0.639263145,-0.600504104,-0.123993622,-0.587670894,-0.5524531,-0.584628561,-0.367669403,0.9
Maurice Ager,-1.114487814,-0.532208158,-1.10131363,-1.102585607,-0.9755777,-0.799570396,-0.811499117,-0.69156699,-0.860219435,-0.590267184,-0.806486145,-1.080681142,0
Maurice Ager,-0.866782584,-0.532208158,-0.842531969,-1.009058694,-0.957235987,-0.793027243,-0.804995846,-0.685269366,-0.860219435,-0.587358408,-0.806486145,-1.164564876,0
