Player,Age,Ht,YearInLeague,CumulativeG,CumulativeMP,Cumulative2P,Cumulative2PA,Cumulative3P,Cumulative3PA,CumulativeFT,CumulativeFTA,CumulativeORB,CumulativeAST,CumulativeTOV,CumulativeOWS,Last2OWS
Aaron Brooks,1.656182351,-2.051084496,1.091468629,1.052502977,0.551016694,0.228922033,0.345286562,1.367318313,1.355647313,0.251630696,0.175218997,-0.201171645,0.863333666,0.807140429,7.632931974,-0.687338554
Aaron Gordon,-0.979863513,0.618511286,-0.291001409,-0.17784868,-0.1371855,-0.131034039,-0.156536875,-0.038879259,0.059057722,-0.16881361,-0.127250138,0.071521897,-0.268967677,-0.288092662,7.071885891,0.131945132
Aaron Harrison,-0.74022298,-0.271353975,-0.521413082,-0.912194695,-0.820361263,-0.701235702,-0.703596017,-0.61559205,-0.620760922,-0.624376233,-0.631365365,-0.651390511,-0.599158394,-0.746525942,5.907450626,-0.769266923
Aaron Jackson,1.176901285,-0.864597482,-0.982236428,-1.021702434,-0.852614196,-0.707744853,-0.714009992,-0.642587117,-0.667361394,-0.641935392,-0.653349337,-0.662371459,-0.61064995,-0.755913654,4.531299858,-0.660029098
Abdel Nader,-0.500582447,-0.271353975,-0.982236428,-0.870324089,-0.801616864,-0.691471974,-0.688300491,-0.588596983,-0.611623575,-0.620474198,-0.62530082,-0.642239721,-0.591497356,-0.704281237,4.335463018,-1.151599309
Adreian Payne,-0.021301381,0.91513304,-0.291001409,-0.680295953,-0.709360909,-0.605551176,-0.595225586,-0.608229759,-0.617105983,-0.578527318,-0.581332876,-0.521449293,-0.560853206,-0.61666259,4.171383503,-0.632719642
Al Horford,1.176901285,0.91513304,1.321880301,1.287622534,1.637249402,1.89396296,1.689665691,0.071555106,0.049920374,0.618422017,0.651285707,2.216467066,1.123808941,1.060608659,3.695023622,1.415489573
Al Jefferson,1.656182351,0.91513304,2.01311532,1.922123257,1.897681364,3.296034171,3.280074988,-0.625408438,-0.61070984,1.320788375,1.492741198,3.093112745,0.420525698,1.137274976,3.673852072,-0.113839974
Al-Farouq Aminu,0.218339152,0.618511286,0.630645283,0.872137289,0.671755758,0.070749654,0.124640459,0.410220489,0.499477865,0.063357492,0.100928332,0.842018412,-0.057523042,0.409727279,3.308642829,-0.441553448
Alan Williams,-0.260941914,0.321889533,-0.521413082,-0.825232667,-0.767688454,-0.608154837,-0.615402663,-0.645041214,-0.670102598,-0.559992651,-0.552526292,-0.462884238,-0.583836319,-0.679247338,3.245128179,-0.386934536
Alec Burks,-0.021301381,-0.271353975,0.40023361,0.150674537,-0.052364475,-0.061386119,0.00911042,-0.085507101,-0.081657428,0.19017364,0.191896494,-0.256076384,-0.1509877,-0.018978245,3.171027753,-0.632719642
Alec Peters,-0.979863513,0.618511286,-0.982236428,-0.960506933,-0.832717906,-0.702537532,-0.710430188,-0.600867468,-0.618019718,-0.635106831,-0.647284793,-0.651390511,-0.602222809,-0.751219798,3.096927327,-0.550791273
Alex Abrines,-0.500582447,-0.271353975,-0.751824755,-0.564346582,-0.6270531,-0.662831708,-0.662265552,-0.208211951,-0.243388476,-0.561943668,-0.582849012,-0.585504823,-0.559320998,-0.666730388,2.954019362,0.022707307
Alex Caruso,-0.74022298,-0.567975728,-0.982236428,-0.905753063,-0.797428171,-0.684962823,-0.691880295,-0.613137953,-0.631725739,-0.622425216,-0.632123433,-0.638579405,-0.553958272,-0.691764287,2.948726475,-0.71464801
Alex Len,-0.500582447,1.804998301,-0.060589736,0.054050062,-0.159280854,-0.114110246,-0.106745055,-0.630316632,-0.648172964,-0.081993324,-0.038556181,0.596777241,-0.412995182,-0.092515324,2.890504711,0.541586975
Alex Poythress,-0.500582447,0.025267779,-0.751824755,-0.925077958,-0.828948083,-0.69212289,-0.69936534,-0.620500244,-0.643604291,-0.635106831,-0.647284793,-0.633088931,-0.606053327,-0.749655179,2.657617658,-0.578100729
Alfonzo McKinnie,-0.260941914,0.321889533,-0.982236428,-0.979831828,-0.850729284,-0.705792108,-0.713684556,-0.637678923,-0.66279272,-0.640959884,-0.652591269,-0.664201617,-0.61064995,-0.752784417,2.562345682,-0.660029098
Allen Crabbe,-0.260941914,-0.271353975,-0.060589736,-0.055457677,-0.087758928,-0.355599762,-0.351148039,0.54028763,0.441912576,-0.318066461,-0.357702813,-0.51595882,-0.339449222,-0.410132921,2.557052795,0.678134256
Amir Johnson,0.937260752,0.618511286,1.782703647,1.612924935,1.0070606,0.84273501,0.602707015,-0.411902,-0.413343137,0.184320587,0.304848627,2.401313023,0.164647046,0.630338516,2.435316381,0.705443712
Andre Drummond,-0.500582447,1.211754794,0.169821937,0.466314491,0.616465015,1.033453146,0.877050178,-0.632770729,-0.643604291,0.25650824,1.003787332,3.332863442,-0.217638726,0.484828977,2.435316381,0.978538274
Andre Iguodala,1.895822884,-0.271353975,2.01311532,2.324725239,2.856577817,1.731885091,1.651589594,1.664264048,1.907543094,2.03388533,2.264454431,1.147654797,2.916491717,2.462507016,2.37180173,0.896609905
Andre Ingram,1.416541818,-1.161219235,-0.982236428,-1.018481618,-0.849577394,-0.707093938,-0.713033682,-0.632770729,-0.66279272,-0.639984375,-0.652591269,-0.664201617,-0.606053327,-0.752784417,2.355923067,-0.605410185
Andre Roberson,-0.021301381,0.025267779,-0.060589736,-0.074782573,-0.15980444,-0.412880295,-0.472535939,-0.37999874,-0.286334009,-0.523898824,-0.457009722,-0.029136793,-0.41452739,-0.474282288,2.255358203,-0.14114943
Andrew Bogut,1.656182351,1.508376547,1.782703647,1.210322953,1.209583887,1.220916706,1.082075317,-0.637678923,-0.648172964,0.166761428,0.476171997,2.522103451,0.564553203,1.113805695,2.070107138,-0.71464801
Andrew Harrison,-0.74022298,-0.271353975,-0.751824755,-0.61265882,-0.56307082,-0.573656334,-0.555847742,-0.424172485,-0.398723381,-0.377572499,-0.387267466,-0.581844507,-0.324127147,-0.497751568,2.0012996,-0.386934536
Andrew White,-0.500582447,0.025267779,-0.982236428,-0.976611012,-0.834393383,-0.704490277,-0.707826695,-0.600867468,-0.626243331,-0.641935392,-0.651833201,-0.658711143,-0.606819431,-0.744961323,1.953663612,-0.769266923
Andrew Wiggins,-0.979863513,0.321889533,-0.291001409,0.028283535,0.383678424,0.630536674,0.702616091,0.118182948,0.190635524,0.720850444,0.775608861,0.108125056,-0.088167192,0.312720919,1.906027624,0.377730238
Ante Zizic,-1.219504046,1.211754794,-0.982236428,-0.921857142,-0.833869797,-0.677151841,-0.693832915,-0.645041214,-0.671016333,-0.622425216,-0.632881501,-0.622107983,-0.607585535,-0.740267467,1.842512973,-0.168458886
Anthony Brown,-0.260941914,0.025267779,-0.521413082,-0.8928698,-0.776484708,-0.689519229,-0.689927674,-0.576326498,-0.581470329,-0.626327251,-0.639704113,-0.634919089,-0.589965149,-0.72462128,1.794876985,-0.71464801
Anthony Davis,-0.500582447,0.91513304,0.169821937,0.295611251,0.636780175,1.562647154,1.423458447,-0.318646315,-0.277196661,1.530522773,1.468483021,1.226351591,-0.026112788,0.426938085,1.773705434,3.354460963
Anthony Tolliver,1.416541818,0.321889533,1.091468629,0.904345447,0.415721923,-0.339977799,-0.346591925,1.148903682,1.107111465,-0.076140271,-0.084040262,0.236236116,-0.182397953,-0.148841598,1.747240997,0.787372081
Antonio Blakeney,-1.219504046,-0.864597482,-0.982236428,-0.963727748,-0.823398065,-0.684311908,-0.686022434,-0.608229759,-0.623502127,-0.613645636,-0.62530082,-0.658711143,-0.596093979,-0.740267467,1.704897896,-0.769266923
Antonius Cleveland,-0.74022298,-0.271353975,-0.982236428,-0.97016938,-0.843399072,-0.705792108,-0.710104752,-0.637678923,-0.667361394,-0.639008866,-0.650317065,-0.660541301,-0.609883846,-0.746525942,1.657261908,-0.769266923
Aron Baynes,1.176901285,0.91513304,0.169821937,0.186103512,-0.266197232,-0.177249014,-0.192660352,-0.635224826,-0.64543176,-0.272217546,-0.295541236,0.357026544,-0.419890116,-0.274011094,1.625504582,-0.14114943
Arron Afflalo,1.416541818,-0.567975728,1.321880301,1.429338432,1.324877651,0.678053479,0.725396662,1.445849417,1.343768762,0.703291285,0.613382307,-0.054759005,0.450403745,0.575576861,1.599040145,-0.35962508
Austin Rivers,-0.260941914,-0.864597482,0.169821937,0.289169619,0.179898529,-0.046415071,0.017246339,0.366046744,0.388915962,-0.089797394,0.006927899,-0.413469972,0.144728348,0.026395697,1.551404156,0.050016763
Avery Bradley,0.218339152,-1.457840989,0.630645283,0.453431228,0.510491093,0.390348988,0.449100879,0.815146492,0.81288888,-0.154180977,-0.162879335,-0.122474851,-0.000831364,0.284557783,1.546111269,-0.741957466
Bam Adebayo,-1.45914458,0.91513304,-0.982236428,-0.802686956,-0.713026015,-0.595787449,-0.607266745,-0.645041214,-0.66462019,-0.517070262,-0.519171299,-0.450073132,-0.534039575,-0.654213438,1.530232606,0.596205887
Ben McLemore,-0.500582447,-0.567975728,-0.060589736,0.099141484,0.040833935,-0.235180462,-0.209583062,0.390587714,0.427292821,-0.211735998,-0.228073184,-0.353074758,-0.302676242,-0.044012145,1.530232606,-0.741957466
Ben Moore,-0.979863513,0.025267779,-0.982236428,-1.018481618,-0.855336846,-0.709046683,-0.715637176,-0.645041214,-0.671016333,-0.642910901,-0.654865473,-0.666031775,-0.61064995,-0.757478273,1.524939719,-0.660029098
Ben Simmons,-1.219504046,0.91513304,-0.982236428,-0.764037165,-0.570191598,-0.354948847,-0.394431124,-0.645041214,-0.660965251,-0.456588715,-0.396364282,-0.400658866,-0.105021474,-0.322514274,1.514353943,1.633965223
Bismack Biyombo,-0.260941914,0.618511286,0.40023361,0.678888337,0.301056463,-0.063338865,-0.087218851,-0.645041214,-0.669188863,0.000924927,0.229041826,1.262954751,-0.416059597,0.017007985,1.493182393,-0.14114943
Blake Griffin,0.457979686,0.91513304,0.630645283,0.678888337,1.084865565,1.992902062,1.872561133,-0.17630869,-0.131912838,1.780253034,2.100711741,1.581402242,1.141429327,1.314076889,1.472010843,1.688584135
Boban Marjanovic,0.697620219,2.398241808,-0.521413082,-0.61265882,-0.737110998,-0.542412407,-0.567888901,-0.645041214,-0.671016333,-0.437078538,-0.450945178,-0.36039539,-0.571578658,-0.64013187,1.424374855,-0.059221061
Bobby Brown,1.656182351,-1.457840989,-0.291001409,-0.516034345,-0.679516474,-0.595136534,-0.581557244,-0.409447903,-0.394154708,-0.59413546,-0.607865256,-0.623938141,-0.435212191,-0.565030172,1.408496192,-0.71464801
Bobby Portis,-0.979863513,1.211754794,-0.521413082,-0.383980895,-0.464112957,-0.303526551,-0.308515828,-0.3309168,-0.332020745,-0.440980573,-0.441848362,-0.012665371,-0.450534266,-0.453942245,1.366153092,0.186564044
Bogdan Bogdanovic,-0.260941914,-0.271353975,-0.982236428,-0.773699613,-0.628519142,-0.569099928,-0.571468705,-0.328462703,-0.370397604,-0.545360018,-0.56465538,-0.609296877,-0.413761286,-0.561900935,1.339688654,0.323111325
Bojan Bogdanovic,0.457979686,0.321889533,-0.291001409,-0.000703808,0.035493352,-0.158372475,-0.178666572,0.628635121,0.582627726,-0.065409674,-0.134830818,-0.386017602,-0.307272865,-0.084692231,1.276174003,0.923919361
Bradley Beal,-0.500582447,-0.567975728,0.169821937,0.282727987,0.583688496,0.555681433,0.618978851,1.470390387,1.330976475,0.442830427,0.407187808,-0.100512955,0.442742707,0.530202919,1.26029534,2.425939452
Brandan Wright,0.937260752,0.91513304,1.091468629,0.353585936,-0.12859868,0.118266459,-0.037752469,-0.645041214,-0.660051516,-0.219540069,-0.166669675,0.406440809,-0.458961407,-0.441425295,1.249709565,-0.14114943
Brandon Ingram,-1.45914458,0.618511286,-0.751824755,-0.580450662,-0.410811844,-0.358854338,-0.339757754,-0.409447903,-0.40420579,-0.325870531,-0.27886374,-0.45190329,-0.308038968,-0.342854317,1.249709565,-0.660029098
Brandon Jennings,0.457979686,-1.754462743,0.861056956,0.76262955,0.907579151,0.486033513,0.732881707,1.59800343,1.74855325,0.710119847,0.666447067,-0.063909795,1.802576864,1.124758026,1.223245127,-0.468862904
Brandon Paul,-0.021301381,-0.864597482,-0.982236428,-0.818791035,-0.795962129,-0.683010078,-0.691880295,-0.608229759,-0.621674657,-0.621449707,-0.622268548,-0.655050827,-0.583070215,-0.71210433,1.202073577,-0.823885835
Briante Weber,-0.260941914,-1.457840989,-0.521413082,-0.879986536,-0.792297023,-0.674548181,-0.677886515,-0.632770729,-0.64725923,-0.621449707,-0.632123433,-0.622107983,-0.562385413,-0.707410474,1.202073577,-0.660029098
Brice Johnson,-0.74022298,0.91513304,-0.751824755,-0.957286117,-0.845074549,-0.69472655,-0.700016213,-0.645041214,-0.670102598,-0.639984375,-0.651075133,-0.647730195,-0.609117742,-0.748090561,1.112094488,-0.687338554
Brook Lopez,0.697620219,1.508376547,1.091468629,1.023515634,1.222673552,2.001363958,1.903477623,-0.033971065,0.007888577,1.630024674,1.583709359,2.189014696,0.149324971,1.202988961,1.112094488,0.705443712
Bruno Caboclo,-0.979863513,0.618511286,-0.291001409,-0.912194695,-0.833974514,-0.701235702,-0.70327058,-0.625408438,-0.640863087,-0.638033357,-0.650317065,-0.640409563,-0.60452112,-0.735573611,1.112094488,-0.687338554
Bryn Forbes,-0.500582447,-1.161219235,-0.751824755,-0.651308611,-0.6675787,-0.618569479,-0.613124606,-0.384906933,-0.414256872,-0.591208933,-0.595736168,-0.640409563,-0.532507367,-0.682376575,1.053872725,-0.496172361
Buddy Hield,-0.500582447,-0.864597482,-0.751824755,-0.503151081,-0.446625166,-0.43631324,-0.418513442,0.150086209,0.048092905,-0.511217209,-0.535848795,-0.501317556,-0.399971418,-0.405439065,0.995650962,-0.305006167
C.J. Miles,0.937260752,-0.271353975,1.782703647,1.503417196,0.846947826,0.319399237,0.389871394,2.231160452,2.297707827,0.360887685,0.309397035,-0.032797109,0.052029794,0.322108632,0.985065187,0.459658606
C.J. Williams,0.218339152,-0.567975728,-0.982236428,-0.902532247,-0.78224416,-0.666737199,-0.676910205,-0.59105108,-0.599745023,-0.630229286,-0.642736385,-0.644069879,-0.578473592,-0.726185899,0.979772299,-0.496172361
Caleb Swanigan,-1.45914458,0.321889533,-0.982236428,-0.937961222,-0.836487729,-0.694075635,-0.698714466,-0.642587117,-0.663706455,-0.631204795,-0.641220249,-0.638579405,-0.600690601,-0.729315136,0.963893636,-0.823885835
Cameron Payne,-0.74022298,-1.161219235,-0.521413082,-0.660971058,-0.673861739,-0.600343855,-0.586113358,-0.404539709,-0.407860729,-0.607792583,-0.618478208,-0.611127035,-0.399971418,-0.586934834,0.932136311,-0.796576379
Caris LeVert,-0.74022298,0.025267779,-0.751824755,-0.61265882,-0.531550908,-0.48317913,-0.49238758,-0.291651248,-0.279024131,-0.447809135,-0.44260643,-0.526939767,-0.29807962,-0.425779108,0.905671873,-0.250387255
Carmelo Anthony,1.656182351,0.321889533,2.243526993,2.369816661,3.105700309,4.333592904,4.614691016,2.645902842,2.856913486,5.112591199,4.854772819,2.644724036,1.809471798,3.661004942,0.863328772,0.541586975
Cedi Osman,-0.979863513,0.321889533,-0.982236428,-0.828453483,-0.785909266,-0.671293605,-0.68341894,-0.56651011,-0.591521411,-0.617547672,-0.619994344,-0.631258773,-0.5800058,-0.707410474,0.863328772,-0.386934536
Chandler Parsons,0.697620219,0.91513304,0.40023361,0.295611251,0.473211729,0.203536343,0.154906075,0.959938214,0.91522717,-0.053703568,-0.008233461,-0.023646319,0.273433778,0.21571456,0.84745011,-0.605410185
Channing Frye,1.895822884,1.211754794,1.552291974,1.72565349,1.178482845,0.508815543,0.557145873,1.850775419,1.729364821,0.199928728,0.141105937,0.730378774,0.035175512,0.453536603,0.84745011,0.2138735
Charles Cooke,-0.74022298,-0.567975728,-0.982236428,-0.983052644,-0.852300044,-0.708395768,-0.713684556,-0.642587117,-0.663706455,-0.641935392,-0.653349337,-0.666031775,-0.61064995,-0.755913654,0.836864335,-0.769266923
Cheick Diallo,-1.219504046,0.618511286,-0.751824755,-0.802686956,-0.774599796,-0.619220394,-0.63362712,-0.645041214,-0.671016333,-0.579502827,-0.588913556,-0.537920715,-0.593795667,-0.702716618,0.815692784,-0.305006167
Chinanu Onuaku,-1.219504046,0.91513304,-0.751824755,-1.005598355,-0.848530221,-0.704490277,-0.711731935,-0.645041214,-0.671016333,-0.639008866,-0.651833201,-0.660541301,-0.608351639,-0.746525942,0.805107009,-0.660029098
Chris Boucher,-0.260941914,0.91513304,-0.982236428,-1.021702434,-0.856174585,-0.709046683,-0.715637176,-0.645041214,-0.670102598,-0.642910901,-0.654865473,-0.666031775,-0.611416054,-0.757478273,0.805107009,-0.660029098
Chris McCullough,-0.979863513,1.211754794,-0.521413082,-0.834895114,-0.80056969,-0.668039029,-0.672028654,-0.608229759,-0.626243331,-0.620474198,-0.623026616,-0.590995297,-0.599924497,-0.726185899,0.805107009,-0.605410185
Chris Paul,1.416541818,-2.051084496,1.782703647,1.848044493,2.441583098,2.362621861,2.324267314,2.155083445,2.135063044,3.093287919,2.688214448,0.441213811,6.059815405,2.609581174,0.773349684,3.545627156
CJ McCollum,-0.021301381,-1.161219235,-0.060589736,0.073374957,0.185448547,0.317446492,0.362860145,0.964846408,0.796441654,0.077014616,0.009960171,-0.334773178,0.146260556,0.184422186,0.768056796,2.043607065
Clint Capela,-0.74022298,0.91513304,-0.291001409,-0.290577235,-0.317403999,-0.026887617,-0.174435895,-0.645041214,-0.669188863,-0.328797058,-0.148476043,0.474156655,-0.473517378,-0.358500504,0.757471021,2.070916522
Cody Zeller,-0.260941914,1.508376547,-0.060589736,-0.020028703,-0.120221295,-0.117364821,-0.130827373,-0.635224826,-0.656396577,-0.016634232,0.009960171,0.349705912,-0.31033728,-0.264623382,0.709835033,0.596205887
Cole Aldrich,0.697620219,1.211754794,0.630645283,0.066933325,-0.501392322,-0.425898597,-0.447151874,-0.645041214,-0.671016333,-0.467319312,-0.469896879,-0.054759005,-0.471219067,-0.446119151,0.709835033,-0.523481817
Corey Brewer,1.176901285,0.618511286,1.321880301,1.496975564,1.054392827,0.683911716,0.735159764,0.555012211,0.908831027,0.521846642,0.614140375,0.404610651,0.314803381,0.696052502,0.709835033,-0.468862904
Cory Joseph,-0.021301381,-1.161219235,0.40023361,0.411560621,0.116858706,-0.034698599,-0.014971898,-0.198395563,-0.165721023,-0.145401398,-0.149234111,-0.2597367,0.280328712,-0.069046044,0.704542145,0.131945132
Courtney Lee,1.416541818,-0.567975728,1.091468629,1.400351089,1.360062669,0.611660135,0.650871651,1.413946156,1.299909494,0.280895961,0.183557745,-0.029136793,0.387583237,0.395645711,0.683370595,0.923919361
Cristiano Felicio,-0.260941914,0.91513304,-0.521413082,-0.53535924,-0.61145022,-0.517026717,-0.552267938,-0.645041214,-0.665533924,-0.507315174,-0.496429259,-0.23228433,-0.5187175,-0.601016403,0.683370595,0.241182957
D.J. Augustin,0.937260752,-2.051084496,1.091468629,1.313389061,0.939622649,0.171641501,0.309163085,1.588187042,1.538394261,0.863274733,0.702076264,-0.303660492,1.516820165,0.952649969,0.678077707,0.43234915
D.J. Wilson,-1.219504046,0.91513304,-0.982236428,-0.954065301,-0.848844373,-0.704490277,-0.712057372,-0.64013302,-0.666447659,-0.641935392,-0.653349337,-0.662371459,-0.609117742,-0.751219798,0.678077707,-0.660029098
D'Angelo Russell,-1.219504046,-0.567975728,-0.521413082,-0.409747421,-0.300858663,-0.2755372,-0.239523241,0.226163216,0.271957915,-0.26831551,-0.269008856,-0.468374712,0.015256814,0.054558834,0.667491932,-0.71464801
Dakari Johnson,-0.979863513,1.508376547,-0.982236428,-0.925077958,-0.839419814,-0.69472655,-0.702945144,-0.645041214,-0.671016333,-0.632180304,-0.639704113,-0.636749247,-0.605287224,-0.752784417,0.656906157,-0.441553448
Damian Jones,-0.979863513,1.508376547,-0.751824755,-0.944402853,-0.838058489,-0.696679296,-0.70327058,-0.645041214,-0.671016333,-0.637057848,-0.643494453,-0.640409563,-0.609883846,-0.741832086,0.641027495,-0.687338554
Damian Lillard,0.218339152,-1.161219235,0.169821937,0.485639386,0.931140547,0.805632847,0.873144937,2.469207859,2.478627305,1.679775624,1.385853608,-0.155417695,1.631735728,1.281219896,0.625148832,4.44683921
Damien Wilkins,2.854385017,-0.271353975,1.091468629,0.849591578,0.294668707,0.032345661,0.107717749,-0.141951332,-0.098104653,0.050675877,0.03346028,0.1410679,-0.001597468,0.062381927,0.614563057,-0.414243992
Damion Lee,-0.260941914,-0.271353975,-0.982236428,-0.976611012,-0.813973507,-0.678453672,-0.685696997,-0.608229759,-0.616192249,-0.621449707,-0.632881501,-0.645900037,-0.589199045,-0.735573611,0.603977282,-0.660029098
Damyean Dotson,-0.74022298,-0.271353975,-0.982236428,-0.883207352,-0.806643295,-0.676500926,-0.68537156,-0.59105108,-0.608882371,-0.62730276,-0.637429909,-0.649560353,-0.587666837,-0.730879755,0.556341293,-0.496172361
Daniel Hamilton,-0.979863513,0.025267779,-0.982236428,-1.005598355,-0.853347217,-0.707093938,-0.713684556,-0.64013302,-0.666447659,-0.642910901,-0.654865473,-0.666031775,-0.605287224,-0.754349035,0.556341293,-0.605410185
Daniel Theis,-0.260941914,0.618511286,-0.982236428,-0.822011851,-0.758263895,-0.638747848,-0.658685748,-0.600867468,-0.618019718,-0.583404863,-0.593461964,-0.501317556,-0.568514243,-0.669859625,0.551048406,0.2138735
Danilo Gallinari,0.697620219,0.91513304,0.861056956,0.524289176,0.713747401,0.169688755,0.237892441,1.494931356,1.497276197,1.364686272,1.148578321,-0.005344739,0.108721472,0.226666891,0.540462631,1.251632836
Danny Green,0.937260752,-0.271353975,0.861056956,0.714317312,0.562954468,-0.241038698,-0.19981996,1.723162376,1.561237629,-0.231246175,-0.262186244,-0.116984377,0.055860313,0.126531294,0.529876856,-0.523481817
Dante Cunningham,0.937260752,0.321889533,0.861056956,1.071827872,0.60421309,0.274486093,0.279548343,-0.188579175,-0.158411146,-0.292703231,-0.232621592,0.717567668,-0.262072743,-0.241154101,0.524583968,0.022707307
Dante Exum,-0.979863513,-0.271353975,-0.521413082,-0.503151081,-0.512806509,-0.572354504,-0.574072199,-0.321100412,-0.277196661,-0.542433492,-0.551768224,-0.554392137,-0.341747533,-0.416391396,0.503412418,-0.605410185
Danuel House,-0.500582447,0.025267779,-0.751824755,-0.947623669,-0.813973507,-0.682359163,-0.692531168,-0.608229759,-0.618019718,-0.61852318,-0.631365365,-0.642239721,-0.59226346,-0.740267467,0.49811953,-0.550791273
Dario Saric,-0.74022298,0.91513304,-0.751824755,-0.512813529,-0.391439141,-0.369919895,-0.365141818,0.000386293,0.005147372,-0.301482811,-0.331170433,-0.179209749,-0.317232213,-0.239589482,0.49811953,0.050016763
Darius Miller,0.218339152,0.321889533,-0.291001409,-0.432293132,-0.499821562,-0.617918564,-0.625816639,-0.168946399,-0.221458842,-0.550237562,-0.570719924,-0.601976245,-0.458195303,-0.594757928,0.492826643,-0.113839974
Darrell Arthur,0.697620219,0.618511286,0.861056956,0.595147125,0.08041708,0.085069787,0.14742103,-0.249931599,-0.252525823,-0.292703231,-0.299331576,0.335064648,-0.29807962,-0.09720918,0.482240867,-0.550791273
Darren Collison,0.937260752,-2.051084496,0.861056956,1.01063237,1.097012774,0.857055143,0.866636203,0.719436709,0.622832054,0.843764556,0.696769788,-0.124305009,1.751247913,1.209247436,0.482240867,1.770512503
Darrun Hilliard,-0.500582447,-0.271353975,-0.521413082,-0.731829007,-0.766327128,-0.661529878,-0.659011185,-0.568964207,-0.57781539,-0.588282407,-0.598010372,-0.653220669,-0.557022687,-0.677682719,0.461069317,-0.851195291
David Nwaba,-0.260941914,-0.864597482,-0.751824755,-0.735049823,-0.642341828,-0.559336201,-0.570166958,-0.598413371,-0.618933453,-0.488780506,-0.471413015,-0.472035028,-0.521015811,-0.619791827,0.45577643,-0.195768342
David Stockton,-0.021301381,-2.34770625,-0.751824755,-1.005598355,-0.851881175,-0.708395768,-0.714335429,-0.637678923,-0.666447659,-0.636082339,-0.647284793,-0.666031775,-0.60452112,-0.749655179,0.408140441,-0.632719642
David West,2.614744484,0.618511286,2.243526993,2.305400344,2.195602125,2.966020195,2.963099614,-0.505157686,-0.474563364,1.865122302,1.73153262,2.598970086,1.129937771,1.839788773,0.402847554,0.077326219
Davis Bertans,-0.260941914,0.91513304,-0.751824755,-0.561125767,-0.657944707,-0.643304254,-0.658685748,-0.245023405,-0.28267907,-0.576576301,-0.591945828,-0.592825455,-0.519483603,-0.651084201,0.360504453,0.077326219
Davon Reed,-0.979863513,-0.567975728,-0.982236428,-0.957286117,-0.830937712,-0.701886617,-0.70327058,-0.618046147,-0.636294413,-0.635106831,-0.645768657,-0.662371459,-0.601456705,-0.741832086,0.339332903,-0.93312366
De'Aaron Fox,-1.45914458,-1.161219235,-0.982236428,-0.789803692,-0.644122022,-0.526139529,-0.506055922,-0.529698656,-0.531214918,-0.505364156,-0.507042211,-0.605636561,-0.366262853,-0.486799237,0.334040015,-1.588550608
DeAndre Jordan,0.697620219,1.211754794,1.091468629,1.390688641,1.347496591,1.151919701,0.664539994,-0.642587117,-0.660965251,0.680854582,1.653451615,3.79040294,-0.184696265,0.778977293,0.32345424,2.94481912
DeAndre Liggins,0.697620219,-0.271353975,-0.060589736,-0.454838843,-0.656583382,-0.653067981,-0.650875267,-0.539515044,-0.559540695,-0.599013004,-0.592703896,-0.580014349,-0.517951396,-0.622921064,0.318161353,-0.823885835
DeAndre' Bembry,-0.74022298,-0.271353975,-0.751824755,-0.818791035,-0.7697828,-0.651766151,-0.657709438,-0.61559205,-0.627157065,-0.61852318,-0.61772014,-0.625768299,-0.552426065,-0.658907295,0.291696915,-0.93312366
Dejounte Murray,-1.219504046,-0.567975728,-0.751824755,-0.641646163,-0.640038047,-0.512470311,-0.498245441,-0.600867468,-0.618933453,-0.519996789,-0.519929367,-0.453733448,-0.397673107,-0.488363856,0.286404027,-0.823885835
Delon Wright,-0.260941914,-0.567975728,-0.521413082,-0.6287629,-0.635535202,-0.569099928,-0.575048509,-0.470800328,-0.491924324,-0.481951944,-0.497945395,-0.539750873,-0.390778173,-0.571288647,0.286404027,0.159254588
DeMar DeRozan,0.457979686,0.025267779,0.861056956,1.149127452,1.550752899,2.149121695,2.344769828,0.152540306,0.35967645,2.80941485,2.587391403,0.274669434,0.98054754,1.31251227,0.25993959,3.026747488
DeMarcus Cousins,0.218339152,1.211754794,0.630645283,0.698213233,0.956063268,1.757270781,1.883951419,0.130453433,0.184239381,2.27581152,2.423648713,2.119468692,0.710112916,2.259106585,0.254646702,0.814681537
DeMarre Carroll,1.176901285,0.321889533,0.861056956,0.543614072,0.367028371,-0.051622392,-0.042959456,0.689987546,0.695930833,0.007753489,0.030428008,0.386309072,-0.139496143,-0.119113842,0.249353814,0.43234915
Demetrius Jackson,-0.74022298,-1.754462743,-0.751824755,-0.960506933,-0.846121722,-0.703839362,-0.711081062,-0.64013302,-0.663706455,-0.639008866,-0.648800929,-0.653220669,-0.602222809,-0.741832086,0.244060927,-0.687338554
Dennis Schroder,-0.500582447,-1.754462743,-0.060589736,0.108803931,0.017167822,0.213950985,0.263601943,0.127999336,0.229012383,0.102377845,0.045589368,-0.400658866,0.671807728,0.548978344,0.238768039,0.077326219
Dennis Smith,-1.45914458,-1.161219235,-0.982236428,-0.802686956,-0.641713524,-0.515073972,-0.492713016,-0.384906933,-0.361260257,-0.512192718,-0.508558347,-0.574523875,-0.337150911,-0.453942245,0.233475152,-1.970882995
Denzel Valentine,-0.500582447,-0.271353975,-0.751824755,-0.593333925,-0.534692428,-0.587325552,-0.575373946,-0.114956265,-0.142877655,-0.592184442,-0.60255878,-0.558052453,-0.376222202,-0.525914705,0.233475152,-0.523481817
